inventory_year,survey_unit,county,plot_number,tree_number,diameter,height,SPCD,log_height,log_diameter
2012,2,5,928,2,29.21,18.5928,97.0,2.9227744090036656,3.3745111163996495
2012,2,5,928,3,24.384,16.154400000000003,97.0,2.782192458382476,3.193927179504236
2012,2,5,928,4,18.034,13.411200000000001,97.0,2.5960901787486153,2.892258865077715
2012,2,5,928,10,16.51,13.1064,97.0,2.5731006605239166,2.8039662579320366
2012,2,5,963,9,38.608,25.6032,97.0,3.2427173436736676,3.653459508882676
2012,2,5,1470,28,22.352000000000004,17.3736,97.0,2.8549518126649045,3.106915802514606
2012,2,5,1470,29,17.018,14.630400000000002,97.0,2.6831015557382454,2.8342716074273655
2012,2,9,225,6,15.24,10.668000000000001,97.0,2.3672486063197677,2.7239235502585
2012,2,9,225,8,25.146,14.020800000000001,97.0,2.6405419413194493,3.2246988381709896
2012,2,9,225,9,13.208,7.9248,97.0,2.0699970828518364,2.580822706617827
2012,2,9,225,12,13.462,9.4488,97.0,2.2458877493155005,2.5998709015885213
2012,2,9,863,14,14.986,8.5344,97.0,2.144105055005558,2.707116431942119
2012,2,9,927,2,16.002,11.277600000000001,97.0,2.4228184574745786,2.7727137144279324
2012,2,9,982,2,35.814,24.384,97.0,3.193927179504236,3.5783388784145678
2012,2,9,982,27,12.7,10.3632,97.0,2.338261069446516,2.5416019934645457
2012,2,9,1175,2,13.716000000000001,16.154400000000003,97.0,2.782192458382476,2.618563034600674
2012,2,9,1175,3,18.541999999999998,11.5824,97.0,2.44948670455674,2.9200384291847907
2012,2,9,1175,4,20.573999999999998,10.668000000000001,97.0,2.3672486063197677,3.024028142708838
2012,2,9,1175,14,26.924,15.5448,97.0,2.74372617755468,3.2930180821484667
2012,2,9,1175,31,13.462,11.277600000000001,97.0,2.4228184574745786,2.5998709015885213
2012,2,9,1194,9,12.953999999999999,6.7056000000000004,97.0,1.90294299818867,2.561404620760725
2012,2,9,1291,9,16.764,10.668000000000001,97.0,2.3672486063197677,2.819233730062825
2012,2,9,1291,16,12.953999999999999,5.7912,97.0,1.7563395239967945,2.561404620760725
2012,2,9,1307,32,14.478000000000002,11.277600000000001,97.0,2.4228184574745786,2.6726302558709496
2012,2,9,1322,3,19.558,12.8016,97.0,2.5495701631137226,2.9733844098900835
2012,2,15,168,5,42.672000000000004,24.9936,97.0,3.218619792094607,3.7535429674396585
2012,2,15,168,10,29.718,21.336000000000002,97.0,3.060395786879713,3.3917529228341556
2012,2,15,168,13,17.526,12.8016,97.0,2.5495701631137226,2.863685492633659
2012,2,15,168,21,18.034,17.0688,97.0,2.8372522355655034,2.892258865077715
2012,2,15,168,24,15.494,13.716000000000001,97.0,2.618563034600674,2.7404528522097107
2012,2,15,168,25,33.782000000000004,19.812,97.0,2.9862878147259915,3.5199281162581535
2012,2,15,529,10,32.004,17.6784,97.0,2.8723435553767733,3.4658608949878773
2012,2,15,531,1,25.146,17.0688,97.0,2.8372522355655034,3.2246988381709896
2012,2,15,1104,5,50.546,25.2984,97.0,3.230741152626952,3.922883812760892
2012,2,15,1104,6,26.162000000000003,17.0688,97.0,2.8372522355655034,3.264307976266035
2012,2,15,1316,2,14.732,8.5344,97.0,2.144105055005558,2.690021998582819
