inventory_year,survey_unit,county,plot_number,tree_number,diameter,height,SPCD,log_height,log_diameter
2022,2,5,204,1,18.796000000000003,11.5824,97.0,2.44948670455674,2.9336440812405695
2022,2,5,204,3,19.05,12.192,97.0,2.5007799989442905,2.94706710157271
2022,2,5,204,4,28.702,12.8016,97.0,2.5495701631137226,3.35696680674874
2022,2,5,204,5,32.257999999999996,18.288,97.0,2.9062451070524546,3.4737660744949905
2022,2,5,204,7,30.226000000000003,18.5928,97.0,2.9227744090036656,3.408702481147929
2022,2,5,204,8,44.958,19.2024,97.0,2.955035271221887,3.8057287206102286
2022,2,5,204,9,43.434000000000005,18.8976,97.0,2.939034929875446,3.7712425445390596
2022,2,5,204,10,24.892000000000003,15.5448,97.0,2.74372617755468,3.2145464667069716
2022,2,5,204,11,24.384,15.24,97.0,2.7239235502585,3.193927179504236
2022,2,5,204,12,16.764,12.192,97.0,2.5007799989442905,2.819233730062825
2022,2,5,204,13,17.018,8.5344,97.0,2.144105055005558,2.8342716074273655
2022,2,5,204,18,13.208,12.8016,97.0,2.5495701631137226,2.580822706617827
2022,2,5,204,19,16.002,9.4488,97.0,2.2458877493155005,2.7727137144279324
2022,2,5,852,1,45.974000000000004,19.5072,97.0,2.970783628190026,3.8280760193022254
2022,2,5,852,5,38.354,19.5072,97.0,2.970783628190026,3.6468588248513236
2022,2,5,852,17,30.733999999999998,15.5448,97.0,2.74372617755468,3.4253695336331407
2022,2,5,852,24,28.194,15.24,97.0,2.7239235502585,3.3391091893487337
2022,2,5,852,35,27.94,13.411200000000001,97.0,2.5960901787486153,3.330059353828816
2022,2,5,852,49,16.002,9.7536,97.0,2.2776364476300808,2.7727137144279324
2022,2,5,852,53,22.606,13.1064,97.0,2.5731006605239166,3.1182153577685394
2022,2,9,333,1,5.842,8.5344,97.0,2.144105055005558,1.7650732039655492
2022,2,9,333,2,7.62,8.8392,97.0,2.1791963748168284,2.030776369698555
2022,2,9,333,3,12.953999999999999,10.3632,97.0,2.338261069446516,2.561404620760725
2022,2,9,333,4,13.208,10.0584,97.0,2.3084081062968345,2.580822706617827
2022,2,9,333,5,13.97,8.8392,97.0,2.1791963748168284,2.6369121732688705
2022,2,9,333,6,13.208,8.2296,97.0,2.1077374108346834,2.580822706617827
2022,2,9,333,7,14.223999999999998,9.7536,97.0,2.2776364476300808,2.6549306787715485
2022,2,9,333,8,14.478000000000002,9.4488,97.0,2.2458877493155005,2.6726302558709496
2022,2,9,333,20,7.62,7.010400000000001,97.0,1.947394760759504,2.030776369698555
2022,2,9,333,22,5.08,5.1816,97.0,1.6451138888865704,1.6253112615903906
2022,2,9,333,26,3.81,2.7432000000000003,97.0,1.0091251221665736,1.3376291891386096
2022,2,9,333,27,4.318,3.3528000000000002,97.0,1.2097958176287247,1.4627923320926155
2022,2,9,333,35,14.986,12.192,97.0,2.5007799989442905,2.707116431942119
2022,2,9,333,38,14.732,10.668000000000001,97.0,2.3672486063197677,2.690021998582819
2022,2,9,333,39,14.478000000000002,11.277600000000001,97.0,2.4228184574745786,2.6726302558709496
2022,2,9,333,40,12.7,10.668000000000001,97.0,2.3672486063197677,2.5416019934645457
2022,2,9,333,41,13.716000000000001,10.668000000000001,97.0,2.3672486063197677,2.618563034600674
2022,2,9,333,47,6.35,6.4008,97.0,1.8564229825537772,1.8484548129046001
2022,2,9,333,48,6.096,7.62,97.0,2.030776369698555,1.807632818384345
2022,2,9,333,49,3.302,4.2672,97.0,1.4509578744456126,1.1945283454979363
2022,2,9,333,50,3.302,3.9624,97.0,1.376849902291891,1.1945283454979363
2022,2,9,333,52,7.62,9.144,97.0,2.2130979264925097,2.030776369698555
2022,2,9,333,53,5.588000000000001,5.486400000000001,97.0,1.702272302726519,1.7206214413947156
2022,2,9,333,54,5.842,6.7056000000000004,97.0,1.90294299818867,1.7650732039655492
2022,2,9,333,55,5.842,7.010400000000001,97.0,1.947394760759504,1.7650732039655492
2022,2,9,333,56,6.8580000000000005,7.315200000000001,97.0,1.9899543751783,1.9254158540407287
2022,2,9,333,57,3.302,4.8768,97.0,1.5844892670701354,1.1945283454979363
2022,2,9,333,58,4.064,5.1816,97.0,1.6451138888865704,1.4021677102761807
2022,2,9,333,60,3.5559999999999996,4.2672,97.0,1.4509578744456126,1.268636317651658
2022,2,9,333,61,4.826,6.7056000000000004,97.0,1.90294299818867,1.5740179672028398
2022,2,9,333,64,4.318,4.572,97.0,1.5199507459325643,1.4627923320926155
2022,2,9,333,66,2.54,4.2672,97.0,1.4509578744456126,0.9321640810304452
2022,2,9,333,72,13.97,10.668000000000001,97.0,2.3672486063197677,2.6369121732688705
2022,2,9,735,1,28.194,18.8976,97.0,2.939034929875446,3.3391091893487337
2022,2,9,735,16,28.956000000000003,19.5072,97.0,2.970783628190026,3.365777436430895
2022,2,9,735,17,5.3340000000000005,3.048,97.0,1.1144856378244,1.6741014257598226
2022,2,9,735,21,3.81,2.7432000000000003,97.0,1.0091251221665736,1.3376291891386096
2022,2,9,735,22,11.938,7.62,97.0,2.030776369698555,2.479726589746458
2022,2,9,1088,2,9.906,4.572,97.0,1.5199507459325643,2.293140634166046
2022,2,9,1088,3,5.842,3.048,97.0,1.1144856378244,1.7650732039655492
2022,2,9,1088,9,10.16,7.62,97.0,2.030776369698555,2.318458442150336
2022,2,9,1088,10,28.194,14.325600000000001,97.0,2.6620481465404127,3.3391091893487337
2022,2,9,1088,12,16.51,9.7536,97.0,2.2776364476300808,2.8039662579320366
2022,2,9,1088,13,15.24,5.1816,97.0,1.6451138888865704,2.7239235502585
2022,2,9,1088,14,17.018,7.9248,97.0,2.0699970828518364,2.8342716074273655
2022,2,9,1088,15,13.716000000000001,9.7536,97.0,2.2776364476300808,2.618563034600674
2022,2,9,1088,16,17.272,9.144,97.0,2.2130979264925097,2.8490866932125063
2022,2,9,1088,18,2.54,2.1336,97.0,0.7578106938856675,0.9321640810304452
2022,2,9,1088,20,3.302,2.4384,97.0,0.8913420865101901,1.1945283454979363
2022,2,9,1088,22,3.5559999999999996,2.7432000000000003,97.0,1.0091251221665736,1.268636317651658
2022,2,9,1088,23,2.7940000000000005,2.4384,97.0,0.8913420865101901,1.0274742608347702
2022,2,9,1088,24,13.97,7.315200000000001,97.0,1.9899543751783,2.6369121732688705
2022,2,9,1420,2,35.56,21.031200000000002,97.0,3.0460070494276135,3.571221410645704
2022,2,9,1420,4,26.162000000000003,15.24,97.0,2.7239235502585,3.264307976266035
2022,2,9,1420,5,22.86,15.24,97.0,2.7239235502585,3.1293886583666644
2022,2,9,1420,8,22.098,14.325600000000001,97.0,2.6620481465404127,3.095487106690983
2022,2,9,1468,4,37.083999999999996,17.0688,97.0,2.8372522355655034,3.6131856097447357
2022,2,9,1468,10,2.7940000000000005,2.7432000000000003,97.0,1.0091251221665736,1.0274742608347702
2022,2,9,1468,11,14.732,7.315200000000001,97.0,1.9899543751783,2.690021998582819
2022,2,9,1468,13,3.5559999999999996,2.7432000000000003,97.0,1.0091251221665736,1.268636317651658
2022,2,9,1468,18,3.81,3.9624,97.0,1.376849902291891,1.3376291891386096
2022,2,9,1468,33,17.78,13.1064,97.0,2.5731006605239166,2.8780742300857587
2022,2,9,1468,34,19.05,14.020800000000001,97.0,2.6405419413194493,2.94706710157271
2022,2,9,1468,36,17.526,13.716000000000001,97.0,2.618563034600674,2.863685492633659
2022,2,9,1468,39,14.223999999999998,9.7536,97.0,2.2776364476300808,2.6549306787715485
2022,2,9,1468,47,14.986,14.630400000000002,97.0,2.6831015557382454,2.707116431942119
2022,2,9,1468,48,14.986,12.4968,97.0,2.525472611534662,2.707116431942119
2022,2,9,1468,54,12.953999999999999,12.192,97.0,2.5007799989442905,2.561404620760725
2022,2,9,2834,3,16.002,11.8872,97.0,2.4754621909600005,2.7727137144279324
2022,2,9,2834,5,62.230000000000004,26.2128,97.0,3.266247841083862,4.130837198581126
2022,2,9,2834,7,15.24,7.010400000000001,97.0,1.947394760759504,2.7239235502585
2022,2,9,2834,13,2.54,2.1336,97.0,0.7578106938856675,0.9321640810304452
2022,2,11,249,13,6.35,3.3528000000000002,97.0,1.2097958176287247,1.8484548129046001
2022,2,11,249,29,5.842,5.7912,97.0,1.7563395239967945,1.7650732039655492
2022,2,11,250,1,7.111999999999999,5.1816,97.0,1.6451138888865704,1.9617834982116034
2022,2,11,250,18,24.637999999999998,11.5824,97.0,2.44948670455674,3.204289966539782
2022,2,11,250,19,13.208,6.7056000000000004,97.0,1.90294299818867,2.580822706617827
2022,2,11,250,24,22.606,10.972800000000001,97.0,2.395419483286464,3.1182153577685394
2022,2,11,250,34,14.986,8.8392,97.0,2.1791963748168284,2.707116431942119
2022,2,11,1287,2,17.526,12.4968,97.0,2.525472611534662,2.863685492633659
2022,2,15,289,3,18.288,12.4968,97.0,2.525472611534662,2.9062451070524546
2022,2,15,289,4,14.478000000000002,11.8872,97.0,2.4754621909600005,2.6726302558709496
2022,2,15,289,7,17.526,15.5448,97.0,2.74372617755468,2.863685492633659
2022,2,15,289,8,18.288,13.716000000000001,97.0,2.618563034600674,2.9062451070524546
2022,2,15,289,9,19.304,15.24,97.0,2.7239235502585,2.9603123283227304
2022,2,15,289,10,21.082,15.8496,97.0,2.7631442634117818,3.0484195958329976
2022,2,15,289,12,24.384,20.7264,97.0,3.0314082500064607,3.193927179504236
2022,2,15,289,15,14.732,8.5344,97.0,2.144105055005558,2.690021998582819
2022,2,15,289,16,4.318,4.572,97.0,1.5199507459325643,1.4627923320926155
2022,2,15,289,18,16.51,13.716000000000001,97.0,2.618563034600674,2.8039662579320366
2022,2,15,289,33,23.114,17.6784,97.0,2.8723435553767733,3.1404384945532495
2022,2,15,289,34,6.8580000000000005,4.572,97.0,1.5199507459325643,1.9254158540407287
2022,2,15,386,4,3.302,2.4384,97.0,0.8913420865101901,1.1945283454979363
2022,2,15,1360,5,35.56,17.6784,97.0,2.8723435553767733,3.571221410645704
2022,2,15,1360,6,18.796000000000003,13.411200000000001,97.0,2.5960901787486153,2.9336440812405695
2022,2,15,1360,26,14.732,12.8016,97.0,2.5495701631137226,2.690021998582819
2022,2,15,1360,30,2.54,2.1336,97.0,0.7578106938856675,0.9321640810304452
2022,2,17,342,2,6.604,9.144,97.0,2.2130979264925097,1.8876755260578817
2022,2,17,342,3,11.684,6.7056000000000004,97.0,1.90294299818867,2.4582203845254944
2022,2,17,342,9,16.51,11.277600000000001,97.0,2.4228184574745786,2.8039662579320366
2022,2,17,342,12,12.953999999999999,9.144,97.0,2.2130979264925097,2.561404620760725
2022,2,17,387,3,6.096,3.9624,97.0,1.376849902291891,1.807632818384345
2022,2,17,633,1,7.366,4.572,97.0,1.5199507459325643,1.9968748180228735
2022,2,17,633,6,21.59,13.411200000000001,97.0,2.5960901787486153,3.072230244526716
2022,2,19,893,11,3.81,2.7432000000000003,97.0,1.0091251221665736,1.3376291891386096
2022,2,19,979,7,18.796000000000003,12.4968,97.0,2.525472611534662,2.9336440812405695
2022,2,23,48,2,15.748000000000001,14.020800000000001,97.0,2.6405419413194493,2.756713373081491
2022,2,23,48,3,35.306000000000004,19.5072,97.0,2.970783628190026,3.5640529211670913
2022,2,23,48,4,23.368,14.9352,97.0,2.7037208429409807,3.15136756508544
2022,2,23,48,5,31.496000000000002,18.5928,97.0,2.9227744090036656,3.4498605536414364
2022,2,23,48,6,35.814,22.555200000000003,97.0,3.115965638034524,3.5783388784145678
2022,2,23,48,9,33.528,19.812,97.0,2.9862878147259915,3.5123809106227704
2022,2,23,48,10,18.541999999999998,13.716000000000001,97.0,2.618563034600674,2.9200384291847907
2022,2,23,48,13,36.068,21.336000000000002,97.0,3.060395786879713,3.58540604563766
2022,2,23,48,14,29.718,21.945600000000002,97.0,3.0885666638464095,3.3917529228341556
2022,2,23,48,15,13.716000000000001,11.8872,97.0,2.4754621909600005,2.618563034600674
2022,2,23,48,19,13.208,10.668000000000001,97.0,2.3672486063197677,2.580822706617827
2022,2,23,48,25,22.098,18.5928,97.0,2.9227744090036656,3.095487106690983
2022,2,23,389,4,20.32,13.716000000000001,97.0,2.618563034600674,3.011605622710281
2022,2,23,389,6,20.32,14.630400000000002,97.0,2.6831015557382454,3.011605622710281
2022,2,23,389,7,16.002,14.9352,97.0,2.7037208429409807,2.7727137144279324
2022,2,23,389,10,16.256,11.277600000000001,97.0,2.4228184574745786,2.7884620713960713
2022,2,23,389,12,28.194,20.1168,97.0,3.00155528685678,3.3391091893487337
2022,2,23,389,15,13.97,7.9248,97.0,2.0699970828518364,2.6369121732688705
2022,2,23,389,16,21.59,18.288,97.0,2.9062451070524546,3.072230244526716
2022,2,23,389,17,17.272,15.24,97.0,2.7239235502585,2.8490866932125063
2022,2,23,389,21,25.146,19.5072,97.0,2.970783628190026,3.2246988381709896
2022,2,23,389,22,26.162000000000003,19.5072,97.0,2.970783628190026,3.264307976266035
2022,2,23,1026,14,5.08,4.572,97.0,1.5199507459325643,1.6253112615903906
2022,2,23,1026,15,6.096,4.8768,97.0,1.5844892670701354,1.807632818384345
2022,2,23,1026,16,5.588000000000001,4.8768,97.0,1.5844892670701354,1.7206214413947156
2022,2,23,1026,18,12.953999999999999,10.0584,97.0,2.3084081062968345,2.561404620760725
2022,2,23,1439,1,21.082,12.192,97.0,2.5007799989442905,3.0484195958329976
