plot_sequence_number,inventory_year,survey_unit,country,plot_number,tree_number,diametr,height,log_height,log_diametr
122567004010661,2007,2,17,202,11,8.2,45.0,3.8066624897703196,2.1041341542702074
222468972010661,2011,2,17,211,7,8.5,60.0,4.0943445622221,2.1400661634962708
73594229010538,2006,2,17,211,9,7.6,50.0,3.912023005428146,2.028148247292285
73594229010538,2006,2,17,211,12,8.2,39.0,3.6635616461296463,2.1041341542702074
222468972010661,2011,2,17,211,13,9.9,58.0,4.060443010546419,2.2925347571405443
222468972010661,2011,2,17,211,19,11.3,58.0,4.060443010546419,2.424802725718295
222468972010661,2011,2,17,211,24,5.6,29.0,3.367295829986474,1.7227665977411035
222468972010661,2011,2,17,211,25,5.9,35.0,3.5553480614894135,1.7749523509116738
222468972010661,2011,2,17,211,38,6.4,46.0,3.828641396489095,1.8562979903656263
816545901290487,2022,2,17,342,2,2.6,30.0,3.4011973816621555,0.9555114450274363
816545901290487,2022,2,17,342,3,4.6,22.0,3.091042453358316,1.5260563034950492
816545901290487,2022,2,17,342,9,6.5,37.0,3.6109179126442243,1.8718021769015913
816545901290487,2022,2,17,342,12,5.1,30.0,3.4011973816621555,1.62924053973028
118137450010661,2008,2,17,381,4,7.0,54.0,3.9889840465642745,1.9459101490553132
118137450010661,2008,2,17,381,5,6.2,51.0,3.9318256327243257,1.824549292051046
16365546020004,2013,2,17,381,6,6.7,46.0,3.828641396489095,1.9021075263969205
16365546020004,2013,2,17,381,8,6.0,49.0,3.8918202981106265,1.791759469228055
16365546020004,2013,2,17,381,10,8.8,60.0,4.0943445622221,2.174751721484161
16365546020004,2013,2,17,381,11,6.6,50.0,3.912023005428146,1.8870696490323797
16365546020004,2013,2,17,381,13,8.3,57.0,4.04305126783455,2.1162555148025524
118137450010661,2008,2,17,381,15,8.1,49.0,3.8918202981106265,2.0918640616783932
816545995290487,2022,2,17,387,3,2.4,13.0,2.5649493574615367,0.8754687373538999
816545894290487,2022,2,17,633,1,2.9,15.0,2.70805020110221,1.0647107369924282
171871613020004,2015,2,17,633,4,6.8,28.0,3.332204510175204,1.916922612182061
816545894290487,2022,2,17,633,6,8.5,44.0,3.784189633918261,2.1400661634962708
144988639010661,2009,2,17,633,9,5.3,20.0,2.995732273553991,1.667706820558076
1287180482290487,2024,2,17,826,1,4.1,32.0,3.4657359027997265,1.410986973710262
73594924010538,2006,2,17,826,2,9.4,53.0,3.970291913552122,2.2407096892759584
1287180482290487,2024,2,17,826,3,7.2,48.0,3.871201010907891,1.9740810260220096
1287180482290487,2024,2,17,826,5,9.0,61.0,4.110873864173311,2.1972245773362196
1287180482290487,2024,2,17,826,10,5.7,54.0,3.9889840465642745,1.7404661748405046
1287180482290487,2024,2,17,826,11,5.6,43.0,3.7612001156935624,1.7227665977411035
222469038010661,2011,2,17,826,12,5.0,43.0,3.7612001156935624,1.6094379124341003
144988655010661,2009,2,17,878,1,11.3,56.0,4.02535169073515,2.424802725718295
55967536010538,2004,2,17,878,2,12.0,72.0,4.276666119016055,2.4849066497880004
144988655010661,2009,2,17,878,3,14.2,72.0,4.276666119016055,2.653241964607215
144988655010661,2009,2,17,878,4,12.0,62.0,4.127134385045092,2.4849066497880004
144988655010661,2009,2,17,878,5,10.1,66.0,4.189654742026425,2.312535423847214
144988655010661,2009,2,17,878,6,12.0,70.0,4.248495242049359,2.4849066497880004
144988655010661,2009,2,17,878,7,11.4,68.0,4.219507705176107,2.4336133554004498
144988655010661,2009,2,17,878,8,5.5,34.0,3.5263605246161616,1.7047480922384253
144988655010661,2009,2,17,878,9,5.3,30.0,3.4011973816621555,1.667706820558076
1287180460290487,2024,2,17,903,6,1.2,9.0,2.1972245773362196,0.1823215567939546
1287180460290487,2024,2,17,903,11,1.0,7.0,1.9459101490553132,0.0
1287180461290487,2024,2,17,990,1,2.5,16.0,2.772588722239781,0.9162907318741551
1287180461290487,2024,2,17,990,2,1.5,9.0,2.1972245773362196,0.4054651081081644
1287180461290487,2024,2,17,990,7,2.6,16.0,2.772588722239781,0.9555114450274363
222468976010661,2011,2,17,990,11,8.1,41.0,3.713572066704308,2.0918640616783932
1287180461290487,2024,2,17,990,19,1.8,11.0,2.3978952727983707,0.5877866649021191
169112317010661,2010,2,17,1045,8,5.2,31.0,3.4339872044851463,1.6486586255873816
1192967980290487,2023,2,17,1045,12,7.6,35.0,3.5553480614894135,2.028148247292285
722577790290487,2021,2,17,1206,3,10.9,62.0,4.127134385045092,2.388762789235098
144988205010661,2009,2,17,1206,4,13.6,63.0,4.143134726391533,2.6100697927420065
722577790290487,2021,2,17,1206,7,9.2,63.0,4.143134726391533,2.2192034840549946
144988205010661,2009,2,17,1206,9,9.2,42.0,3.7376696182833684,2.2192034840549946
144988205010661,2009,2,17,1206,10,7.5,40.0,3.6888794541139363,2.0149030205422647
144988205010661,2009,2,17,1206,11,9.2,48.0,3.871201010907891,2.2192034840549946
144988205010661,2009,2,17,1206,12,5.8,34.0,3.5263605246161616,1.7578579175523736
722577790290487,2021,2,17,1206,14,4.0,23.0,3.1354942159291497,1.3862943611198906
722577790290487,2021,2,17,1206,15,2.2,15.0,2.70805020110221,0.7884573603642703
722577790290487,2021,2,17,1206,16,1.4,11.0,2.3978952727983707,0.3364722366212129
722577790290487,2021,2,17,1206,17,1.8,11.0,2.3978952727983707,0.5877866649021191
722577790290487,2021,2,17,1206,19,2.4,15.0,2.70805020110221,0.8754687373538999
722577790290487,2021,2,17,1206,20,6.4,41.0,3.713572066704308,1.8562979903656263
722577790290487,2021,2,17,1206,21,1.0,9.0,2.1972245773362196,0.0
722577790290487,2021,2,17,1206,55,6.6,46.0,3.828641396489095,1.8870696490323797
62278970010538,2005,2,17,1206,59,5.7,35.0,3.5553480614894135,1.7404661748405046
464691498489998,2018,2,17,1413,15,7.5,56.0,4.02535169073515,2.0149030205422647
222469032010661,2011,2,17,1441,4,6.0,38.0,3.6375861597263857,1.791759469228055
464691533489998,2018,2,17,1452,2,6.2,35.0,3.5553480614894135,1.824549292051046
16365544020004,2013,2,17,1478,2,7.2,45.0,3.8066624897703196,1.9740810260220096
16365544020004,2013,2,17,1478,8,8.0,48.0,3.871201010907891,2.0794415416798357
118137446010661,2008,2,17,1478,11,5.6,37.0,3.6109179126442243,1.7227665977411035
118137446010661,2008,2,17,1478,12,6.5,45.0,3.8066624897703196,1.8718021769015913
16365544020004,2013,2,17,1478,14,12.3,56.0,4.02535169073515,2.509599262378372
16365544020004,2013,2,17,1478,16,10.0,61.0,4.110873864173311,2.302585092994046
16365544020004,2013,2,17,1478,17,7.0,51.0,3.9318256327243257,1.9459101490553132
55967879010538,2004,2,19,12,1,14.2,72.0,4.276666119016055,2.653241964607215
55967879010538,2004,2,19,12,2,10.6,70.0,4.248495242049359,2.3608540011180215
55967879010538,2004,2,19,12,3,8.9,53.0,3.970291913552122,2.186051276738094
55967879010538,2004,2,19,12,4,7.0,44.0,3.784189633918261,1.9459101490553132
55967879010538,2004,2,19,12,15,15.5,60.0,4.0943445622221,2.740840023925201
55967879010538,2004,2,19,12,16,9.9,54.0,3.9889840465642745,2.2925347571405443
464691456489998,2018,2,19,38,1,8.9,62.0,4.127134385045092,2.186051276738094
464691456489998,2018,2,19,38,5,7.7,50.0,3.912023005428146,2.0412203288596382
464691456489998,2018,2,19,38,10,18.6,65.0,4.174387269895637,2.9231615807191558
464691456489998,2018,2,19,38,11,10.6,64.0,4.1588830833596715,2.3608540011180215
464691456489998,2018,2,19,38,13,10.6,59.0,4.07753744390572,2.3608540011180215
464691456489998,2018,2,19,38,14,8.5,62.0,4.127134385045092,2.1400661634962708
122567064010661,2007,2,19,125,11,11.2,55.0,4.007333185232471,2.4159137783010487
464691478489998,2018,2,19,125,24,11.5,53.0,3.970291913552122,2.4423470353692043
1192967842290487,2023,2,19,246,9,10.7,60.0,4.0943445622221,2.3702437414678603
1192967842290487,2023,2,19,246,10,2.6,13.0,2.5649493574615367,0.9555114450274363
1192967906290487,2023,2,19,251,7,12.4,55.0,4.007333185232471,2.517696472610991
1192967906290487,2023,2,19,251,27,10.8,52.0,3.9512437185814275,2.379546134130174
1192967906290487,2023,2,19,251,48,9.8,54.0,3.9889840465642745,2.2823823856765264
144988477010661,2009,2,19,347,8,6.2,35.0,3.5553480614894135,1.824549292051046
144988477010661,2009,2,19,347,10,6.7,24.0,3.1780538303479458,1.9021075263969205
144988477010661,2009,2,19,347,19,6.2,40.0,3.6888794541139363,1.824549292051046
464691472489998,2018,2,19,373,9,7.4,38.0,3.6375861597263857,2.0014800002101243
144988481010661,2009,2,19,423,2,9.8,55.0,4.007333185232471,2.2823823856765264
144988481010661,2009,2,19,423,9,6.7,42.0,3.7376696182833684,1.9021075263969205
144988481010661,2009,2,19,423,10,6.9,37.0,3.6109179126442243,1.9315214116032138
62280721010538,2005,2,19,423,15,17.4,71.0,4.2626798770413155,2.856470206220483
722577826290487,2021,2,19,423,17,7.4,43.0,3.7612001156935624,2.0014800002101243
722577826290487,2021,2,19,423,18,7.8,44.0,3.784189633918261,2.0541237336955462
722577826290487,2021,2,19,423,25,8.7,42.0,3.7376696182833684,2.163323025660538
722577826290487,2021,2,19,423,30,18.6,73.0,4.290459441148391,2.9231615807191558
118137530010661,2008,2,19,475,2,6.0,32.0,3.4657359027997265,1.791759469228055
618642461126144,2020,2,19,475,18,8.1,44.0,3.784189633918261,2.0918640616783932
144988475010661,2009,2,19,546,2,8.0,53.0,3.970291913552122,2.0794415416798357
722577823290487,2021,2,19,546,21,8.5,50.0,3.912023005428146,2.1400661634962708
16365500020004,2013,2,19,710,10,5.0,23.0,3.1354942159291497,1.6094379124341003
722577828290487,2021,2,19,713,2,12.8,32.0,3.4657359027997265,2.5494451709255714
144988487010661,2009,2,19,713,6,8.1,37.0,3.6109179126442243,2.0918640616783932
722577828290487,2021,2,19,713,12,6.1,31.0,3.4339872044851463,1.8082887711792655
722577812290487,2021,2,19,754,6,9.3,53.0,3.970291913552122,2.2300144001592104
62280042010538,2005,2,19,794,5,7.5,40.0,3.6888794541139363,2.0149030205422647
62280042010538,2005,2,19,794,6,7.4,33.0,3.4965075614664802,2.0014800002101243
169112081010661,2010,2,19,871,1,7.8,44.0,3.784189633918261,2.0541237336955462
169112081010661,2010,2,19,871,9,10.6,44.0,3.784189633918261,2.3608540011180215
1192967896290487,2023,2,19,871,19,8.5,48.0,3.871201010907891,2.1400661634962708
1192967896290487,2023,2,19,871,33,11.4,49.0,3.8918202981106265,2.4336133554004498
511267908126144,2019,2,19,889,22,8.9,56.0,4.02535169073515,2.186051276738094
511267908126144,2019,2,19,889,41,10.2,52.0,3.9512437185814275,2.322387720290225
816546010290487,2022,2,19,893,11,1.5,9.0,2.1972245773362196,0.4054651081081644
16365512020004,2013,2,19,897,6,9.0,53.0,3.970291913552122,2.1972245773362196
618642490126144,2020,2,19,897,20,6.8,37.0,3.6109179126442243,1.916922612182061
618642490126144,2020,2,19,897,25,3.7,20.0,2.995732273553991,1.308332819650179
618642490126144,2020,2,19,897,26,2.4,17.0,2.833213344056216,0.8754687373538999
618642490126144,2020,2,19,897,28,3.1,22.0,3.091042453358316,1.1314021114911006
618642490126144,2020,2,19,897,31,8.1,41.0,3.713572066704308,2.0918640616783932
618642490126144,2020,2,19,897,32,6.1,37.0,3.6109179126442243,1.8082887711792655
618642490126144,2020,2,19,897,33,6.0,29.0,3.367295829986474,1.791759469228055
618642490126144,2020,2,19,897,34,8.2,40.0,3.6888794541139363,2.1041341542702074
618642490126144,2020,2,19,897,36,1.0,7.0,1.9459101490553132,0.0
816545952290487,2022,2,19,979,7,7.4,41.0,3.713572066704308,2.0014800002101243
144987992010661,2009,2,19,1035,2,11.1,53.0,3.970291913552122,2.4069451083182885
144987992010661,2009,2,19,1035,5,26.0,73.0,4.290459441148391,3.258096538021482
722577854290487,2021,2,19,1035,15,2.3,16.0,2.772588722239781,0.8329091229351039
722577854290487,2021,2,19,1035,21,4.1,23.0,3.1354942159291497,1.410986973710262
722577854290487,2021,2,19,1035,22,5.3,24.0,3.1780538303479458,1.667706820558076
722577854290487,2021,2,19,1035,24,1.2,9.0,2.1972245773362196,0.1823215567939546
722577854290487,2021,2,19,1035,26,6.9,27.0,3.295836866004329,1.9315214116032138
722577854290487,2021,2,19,1035,30,1.0,11.0,2.3978952727983707,0.0
722577854290487,2021,2,19,1035,31,4.0,26.0,3.258096538021482,1.3862943611198906
722577854290487,2021,2,19,1035,45,5.9,25.0,3.2188758248682006,1.7749523509116738
73595408010538,2006,2,19,1057,1,10.8,65.0,4.174387269895637,2.379546134130174
73595408010538,2006,2,19,1057,4,12.0,67.0,4.204692619390966,2.4849066497880004
73595408010538,2006,2,19,1057,7,6.2,50.0,3.912023005428146,1.824549292051046
73595408010538,2006,2,19,1057,8,6.0,47.0,3.8501476017100584,1.791759469228055
73595408010538,2006,2,19,1057,12,12.8,71.0,4.2626798770413155,2.5494451709255714
250845350489998,2015,2,19,1057,18,9.7,52.0,3.9512437185814275,2.272125885509337
250845350489998,2015,2,19,1057,34,7.5,50.0,3.912023005428146,2.0149030205422647
618642460126144,2020,2,19,1086,1,11.0,57.0,4.04305126783455,2.3978952727983707
618642460126144,2020,2,19,1086,10,9.9,50.0,3.912023005428146,2.2925347571405443
618642460126144,2020,2,19,1086,18,5.5,34.0,3.5263605246161616,1.7047480922384253
464691477489998,2018,2,19,1131,1,7.3,40.0,3.6888794541139363,1.9878743481543455
464691477489998,2018,2,19,1131,4,12.3,64.0,4.1588830833596715,2.509599262378372
464691477489998,2018,2,19,1131,5,9.0,51.0,3.9318256327243257,2.1972245773362196
464691477489998,2018,2,19,1131,6,8.2,47.0,3.8501476017100584,2.1041341542702074
464691477489998,2018,2,19,1131,7,8.4,43.0,3.7612001156935624,2.128231705849268
464691477489998,2018,2,19,1131,9,7.6,39.0,3.6635616461296463,2.028148247292285
464691477489998,2018,2,19,1131,10,6.1,33.0,3.4965075614664802,1.8082887711792655
122567058010661,2007,2,19,1131,12,9.2,48.0,3.871201010907891,2.2192034840549946
464691477489998,2018,2,19,1131,13,9.9,42.0,3.7376696182833684,2.2925347571405443
464691477489998,2018,2,19,1131,17,5.3,33.0,3.4965075614664802,1.667706820558076
464691477489998,2018,2,19,1131,20,4.5,36.0,3.58351893845611,1.5040773967762742
464691477489998,2018,2,19,1131,22,5.6,37.0,3.6109179126442243,1.7227665977411035
464691477489998,2018,2,19,1131,23,7.0,40.0,3.6888794541139363,1.9459101490553132
464691477489998,2018,2,19,1131,27,6.1,42.0,3.7376696182833684,1.8082887711792655
464691477489998,2018,2,19,1131,28,5.4,35.0,3.5553480614894135,1.6863989535702288
511268767126144,2019,2,19,1160,6,7.2,38.0,3.6375861597263857,1.9740810260220096
118137598010661,2008,2,19,1160,7,11.6,59.0,4.07753744390572,2.451005098112319
511268767126144,2019,2,19,1160,22,6.5,33.0,3.4965075614664802,1.8718021769015913
122566976010661,2007,2,19,1168,7,9.1,45.0,3.8066624897703196,2.2082744135228043
722577797290487,2021,2,19,1188,21,6.0,43.0,3.7612001156935624,1.791759469228055
722577797290487,2021,2,19,1188,22,9.4,62.0,4.127134385045092,2.2407096892759584
722577797290487,2021,2,19,1188,23,10.8,63.0,4.143134726391533,2.379546134130174
375519161489998,2017,2,19,1208,9,8.4,51.0,3.9318256327243257,2.128231705849268
375519161489998,2017,2,19,1208,10,7.1,54.0,3.9889840465642745,1.9600947840472698
375519161489998,2017,2,19,1208,15,9.3,64.0,4.1588830833596715,2.2300144001592104
375519161489998,2017,2,19,1208,20,6.5,48.0,3.871201010907891,1.8718021769015913
73596217010538,2006,2,19,1224,6,7.6,26.0,3.258096538021482,2.028148247292285
722577827290487,2021,2,19,1338,8,11.0,50.0,3.912023005428146,2.3978952727983707
1192967916290487,2023,2,19,1396,1,6.2,50.0,3.912023005428146,1.824549292051046
306275648489998,2016,2,19,1396,2,10.1,56.0,4.02535169073515,2.312535423847214
1192967916290487,2023,2,19,1396,3,10.7,60.0,4.0943445622221,2.3702437414678603
306275648489998,2016,2,19,1396,4,7.9,50.0,3.912023005428146,2.066862759472976
1192967916290487,2023,2,19,1396,5,6.1,38.0,3.6375861597263857,1.8082887711792655
1192967916290487,2023,2,19,1396,7,10.3,66.0,4.189654742026425,2.33214389523559
1192967916290487,2023,2,19,1396,9,10.1,53.0,3.970291913552122,2.312535423847214
306275648489998,2016,2,19,1396,10,11.6,59.0,4.07753744390572,2.451005098112319
1192967916290487,2023,2,19,1396,11,10.5,43.0,3.7612001156935624,2.3513752571634776
1192967916290487,2023,2,19,1396,13,13.8,64.0,4.1588830833596715,2.624668592163159
169112127010661,2010,2,19,1396,14,8.9,65.0,4.174387269895637,2.186051276738094
722577821290487,2021,2,19,1511,3,2.0,12.0,2.4849066497880004,0.6931471805599453
722577821290487,2021,2,19,1511,4,12.0,66.0,4.189654742026425,2.4849066497880004
171871719020004,2014,2,19,1511,5,11.2,69.0,4.23410650459726,2.4159137783010487
144988471010661,2009,2,19,1511,7,5.9,37.0,3.6109179126442243,1.7749523509116738
722577821290487,2021,2,19,1511,9,6.9,41.0,3.713572066704308,1.9315214116032138
144988471010661,2009,2,19,1511,11,5.3,37.0,3.6109179126442243,1.667706820558076
1192967855290487,2023,2,23,40,16,2.1,14.0,2.6390573296152584,0.7419373447293773
1192967855290487,2023,2,23,40,17,1.1,9.0,2.1972245773362196,0.09531017980432493
816545919290487,2022,2,23,48,2,6.2,46.0,3.828641396489095,1.824549292051046
816545919290487,2022,2,23,48,3,13.9,64.0,4.1588830833596715,2.631888840136646
816545919290487,2022,2,23,48,4,9.2,49.0,3.8918202981106265,2.2192034840549946
816545919290487,2022,2,23,48,5,12.4,61.0,4.110873864173311,2.517696472610991
816545919290487,2022,2,23,48,6,14.1,74.0,4.30406509320417,2.6461747973841225
816545919290487,2022,2,23,48,9,13.2,65.0,4.174387269895637,2.580216829592325
816545919290487,2022,2,23,48,10,7.3,45.0,3.8066624897703196,1.9878743481543455
169112151010661,2010,2,23,48,11,7.1,33.0,3.4965075614664802,1.9600947840472698
816545919290487,2022,2,23,48,13,14.2,70.0,4.248495242049359,2.653241964607215
816545919290487,2022,2,23,48,14,11.7,72.0,4.276666119016055,2.4595888418037104
816545919290487,2022,2,23,48,15,5.4,39.0,3.6635616461296463,1.6863989535702288
169112151010661,2010,2,23,48,16,11.7,74.0,4.30406509320417,2.4595888418037104
169112151010661,2010,2,23,48,17,10.1,59.0,4.07753744390572,2.312535423847214
816545919290487,2022,2,23,48,19,5.2,35.0,3.5553480614894135,1.6486586255873816
816545919290487,2022,2,23,48,25,8.7,61.0,4.110873864173311,2.163323025660538
1287180422290487,2024,2,23,94,8,11.0,64.0,4.1588830833596715,2.3978952727983707
222468886010661,2011,2,23,94,9,11.9,66.0,4.189654742026425,2.4765384001174837
1192967929290487,2023,2,23,117,1,8.9,46.0,3.828641396489095,2.186051276738094
1192967899290487,2023,2,23,160,1,9.9,53.0,3.970291913552122,2.2925347571405443
1192967899290487,2023,2,23,160,3,10.6,46.0,3.828641396489095,2.3608540011180215
306275631489998,2016,2,23,160,9,10.8,88.0,4.477336814478207,2.379546134130174
1192967899290487,2023,2,23,160,11,10.1,36.0,3.58351893845611,2.312535423847214
169112089010661,2010,2,23,160,12,8.2,70.0,4.248495242049359,2.1041341542702074
73601015010538,2006,2,23,160,13,6.1,50.0,3.912023005428146,1.8082887711792655
73601015010538,2006,2,23,160,14,6.5,48.0,3.871201010907891,1.8718021769015913
73601015010538,2006,2,23,160,15,7.0,54.0,3.9889840465642745,1.9459101490553132
1192967899290487,2023,2,23,160,16,6.9,49.0,3.8918202981106265,1.9315214116032138
306275631489998,2016,2,23,160,17,9.8,48.0,3.871201010907891,2.2823823856765264
1192967899290487,2023,2,23,160,20,1.4,14.0,2.6390573296152584,0.3364722366212129
306275631489998,2016,2,23,160,23,8.8,65.0,4.174387269895637,2.174751721484161
722577803290487,2021,2,23,248,9,3.7,19.0,2.9444389791664403,1.308332819650179
722577803290487,2021,2,23,248,20,1.3,9.0,2.1972245773362196,0.26236426446749106
722577803290487,2021,2,23,248,25,1.3,9.0,2.1972245773362196,0.26236426446749106
1192967861290487,2023,2,23,277,6,12.5,71.0,4.2626798770413155,2.5257286443082556
73600630010538,2006,2,23,303,1,5.6,37.0,3.6109179126442243,1.7227665977411035
73600630010538,2006,2,23,303,2,8.2,59.0,4.07753744390572,2.1041341542702074
73600630010538,2006,2,23,303,3,12.8,72.0,4.276666119016055,2.5494451709255714
73600630010538,2006,2,23,303,7,5.8,43.0,3.7612001156935624,1.7578579175523736
73600630010538,2006,2,23,303,9,7.6,46.0,3.828641396489095,2.028148247292285
1192967924290487,2023,2,23,303,10,9.0,61.0,4.110873864173311,2.1972245773362196
1192967924290487,2023,2,23,303,11,14.0,77.0,4.343805421853684,2.6390573296152584
1192967924290487,2023,2,23,303,12,9.8,62.0,4.127134385045092,2.2823823856765264
73600630010538,2006,2,23,303,14,6.2,40.0,3.6888794541139363,1.824549292051046
1192967924290487,2023,2,23,303,16,6.5,50.0,3.912023005428146,1.8718021769015913
1192967924290487,2023,2,23,303,19,7.6,50.0,3.912023005428146,2.028148247292285
1192967924290487,2023,2,23,303,22,7.9,50.0,3.912023005428146,2.066862759472976
306275656489998,2016,2,23,303,33,6.0,43.0,3.7612001156935624,1.791759469228055
16365545020004,2013,2,23,321,8,6.6,43.0,3.7612001156935624,1.8870696490323797
511268742126144,2019,2,23,321,11,5.1,25.0,3.2188758248682006,1.62924053973028
1287180454290487,2024,2,23,365,4,7.2,37.0,3.6109179126442243,1.9740810260220096
1287180454290487,2024,2,23,365,6,10.8,51.0,3.9318256327243257,2.379546134130174
1287180454290487,2024,2,23,365,10,7.5,51.0,3.9318256327243257,2.0149030205422647
1287180454290487,2024,2,23,365,11,7.7,49.0,3.8918202981106265,2.0412203288596382
1287180454290487,2024,2,23,365,13,5.5,40.0,3.6888794541139363,1.7047480922384253
1287180454290487,2024,2,23,365,14,7.5,54.0,3.9889840465642745,2.0149030205422647
1287180454290487,2024,2,23,365,15,6.9,48.0,3.871201010907891,1.9315214116032138
1287180454290487,2024,2,23,365,16,1.3,9.0,2.1972245773362196,0.26236426446749106
1287180454290487,2024,2,23,365,17,2.3,14.0,2.6390573296152584,0.8329091229351039
1287180454290487,2024,2,23,365,18,3.2,16.0,2.772588722239781,1.1631508098056809
1287180454290487,2024,2,23,365,21,6.7,36.0,3.58351893845611,1.9021075263969205
1287180454290487,2024,2,23,365,24,5.3,36.0,3.58351893845611,1.667706820558076
1287180454290487,2024,2,23,365,25,6.2,43.0,3.7612001156935624,1.824549292051046
375519198489998,2017,2,23,365,26,5.1,29.0,3.367295829986474,1.62924053973028
1287180454290487,2024,2,23,365,27,5.5,41.0,3.713572066704308,1.7047480922384253
816545987290487,2022,2,23,389,4,8.0,45.0,3.8066624897703196,2.0794415416798357
816545987290487,2022,2,23,389,6,8.0,48.0,3.871201010907891,2.0794415416798357
816545987290487,2022,2,23,389,7,6.3,49.0,3.8918202981106265,1.840549633397487
816545987290487,2022,2,23,389,10,6.4,37.0,3.6109179126442243,1.8562979903656263
62282555010538,2005,2,23,389,11,6.1,50.0,3.912023005428146,1.8082887711792655
816545987290487,2022,2,23,389,12,11.1,66.0,4.189654742026425,2.4069451083182885
144988435010661,2009,2,23,389,14,5.5,41.0,3.713572066704308,1.7047480922384253
816545987290487,2022,2,23,389,15,5.5,26.0,3.258096538021482,1.7047480922384253
816545987290487,2022,2,23,389,16,8.5,60.0,4.0943445622221,2.1400661634962708
816545987290487,2022,2,23,389,17,6.8,50.0,3.912023005428146,1.916922612182061
144988435010661,2009,2,23,389,20,8.2,48.0,3.871201010907891,2.1041341542702074
816545987290487,2022,2,23,389,21,9.9,64.0,4.1588830833596715,2.2925347571405443
816545987290487,2022,2,23,389,22,10.3,64.0,4.1588830833596715,2.33214389523559
375519132489998,2017,2,23,516,4,13.9,80.0,4.382026634673881,2.631888840136646
1287180388290487,2024,2,23,516,30,15.1,82.0,4.406719247264253,2.714694743820879
1192967923290487,2023,2,23,558,1,4.0,25.0,3.2188758248682006,1.3862943611198906
1192967923290487,2023,2,23,558,2,16.0,67.0,4.204692619390966,2.772588722239781
1192967923290487,2023,2,23,558,3,6.3,40.0,3.6888794541139363,1.840549633397487
1192967923290487,2023,2,23,558,4,11.0,42.0,3.7376696182833684,2.3978952727983707
1192967923290487,2023,2,23,558,5,8.5,46.0,3.828641396489095,2.1400661634962708
1192967923290487,2023,2,23,558,6,11.5,60.0,4.0943445622221,2.4423470353692043
1192967923290487,2023,2,23,558,13,8.4,52.0,3.9512437185814275,2.128231705849268
1192967923290487,2023,2,23,558,14,7.0,39.0,3.6635616461296463,1.9459101490553132
1192967923290487,2023,2,23,558,15,5.4,36.0,3.58351893845611,1.6863989535702288
1192967923290487,2023,2,23,558,16,9.5,59.0,4.07753744390572,2.2512917986064953
1192967923290487,2023,2,23,558,20,5.4,26.0,3.258096538021482,1.6863989535702288
1192967923290487,2023,2,23,558,21,1.8,11.0,2.3978952727983707,0.5877866649021191
118137544010661,2008,2,23,646,2,9.5,57.0,4.04305126783455,2.2512917986064953
118137544010661,2008,2,23,646,3,6.0,54.0,3.9889840465642745,1.791759469228055
16365485020004,2013,2,23,646,4,7.8,57.0,4.04305126783455,2.0541237336955462
16365485020004,2013,2,23,646,5,9.8,62.0,4.127134385045092,2.2823823856765264
16365485020004,2013,2,23,646,6,10.7,58.0,4.060443010546419,2.3702437414678603
16365485020004,2013,2,23,646,7,10.3,70.0,4.248495242049359,2.33214389523559
16365485020004,2013,2,23,646,8,6.7,37.0,3.6109179126442243,1.9021075263969205
118137750010661,2008,2,23,678,5,6.6,43.0,3.7612001156935624,1.8870696490323797
55957739010538,2003,2,23,678,6,11.7,61.0,4.110873864173311,2.4595888418037104
55957739010538,2003,2,23,678,7,5.9,35.0,3.5553480614894135,1.7749523509116738
464691450489998,2018,2,23,703,2,14.4,68.0,4.219507705176107,2.667228206581955
464691450489998,2018,2,23,703,7,15.5,82.0,4.406719247264253,2.740840023925201
464691450489998,2018,2,23,703,9,17.4,79.0,4.3694478524670215,2.856470206220483
464691450489998,2018,2,23,703,20,7.3,40.0,3.6888794541139363,1.9878743481543455
464691450489998,2018,2,23,703,21,9.1,45.0,3.8066624897703196,2.2082744135228043
464691450489998,2018,2,23,703,29,9.4,70.0,4.248495242049359,2.2407096892759584
1287180419290487,2024,2,23,771,39,7.3,43.0,3.7612001156935624,1.9878743481543455
1287180419290487,2024,2,23,771,63,10.0,65.0,4.174387269895637,2.302585092994046
73601641010538,2006,2,23,804,5,5.8,30.0,3.4011973816621555,1.7578579175523736
73601641010538,2006,2,23,804,8,6.7,34.0,3.5263605246161616,1.9021075263969205
1192967857290487,2023,2,23,804,21,7.8,34.0,3.5263605246161616,2.0541237336955462
1192967857290487,2023,2,23,804,23,8.3,45.0,3.8066624897703196,2.1162555148025524
1192967857290487,2023,2,23,804,26,7.9,40.0,3.6888794541139363,2.066862759472976
511268771126144,2019,2,23,820,1,11.7,65.0,4.174387269895637,2.4595888418037104
511268771126144,2019,2,23,820,2,5.9,45.0,3.8066624897703196,1.7749523509116738
511268771126144,2019,2,23,820,3,9.3,65.0,4.174387269895637,2.2300144001592104
511268771126144,2019,2,23,820,4,17.5,75.0,4.31748811353631,2.8622008809294686
511268771126144,2019,2,23,820,8,9.2,64.0,4.1588830833596715,2.2192034840549946
16365424020004,2013,2,23,820,9,5.0,50.0,3.912023005428146,1.6094379124341003
511268771126144,2019,2,23,820,10,5.0,55.0,4.007333185232471,1.6094379124341003
722577833290487,2021,2,23,823,8,2.5,14.0,2.6390573296152584,0.9162907318741551
722577833290487,2021,2,23,823,10,4.7,23.0,3.1354942159291497,1.547562508716013
